id,Player,Seasons,Possessions,Rapm
556,Jarrett Culver,2017-21,8524,-0.28
99,Thomas Welsh,2017-21,157,-0.29
280,Montrezl Harrell,2017-21,36525,-0.29
329,Marquis Teague,2017-21,296,-0.29
843,Cameron Oliver,2017-21,368,-0.29
908,Anthony Edwards,2017-21,9712,-0.29
406,Kyle Alexander,2017-21,59,-0.3
29,Wenyen Gabriel,2017-21,2285,-0.31
143,Shamorie Ponds,2017-21,41,-0.31
484,Jordan Nwora,2017-21,1413,-0.31
599,Jacob Wiley,2017-21,135,-0.31
837,Cassius Stanley,2017-21,384,-0.31
847,Caleb Martin,2017-21,4511,-0.31
404,Kyle Collinsworth,2017-21,1880,-0.32
410,Kris Dunn,2017-21,22710,-0.32
471,Josh Reaves,2017-21,187,-0.32
563,Jarell Martin,2017-21,10283,-0.32
637,Guerschon Yabusele,2017-21,2449,-0.32
862,Brandon Sampson,2017-21,850,-0.32
268,Naz Mitrou-Long,2017-21,542,-0.33
312,Max Strus,2017-21,2071,-0.33
327,Marshall Plumlee,2017-21,893,-0.33
600,Jacob Pullen,2017-21,27,-0.33
816,CJ Elleby,2017-21,885,-0.33
857,Brodric Thomas,2017-21,1631,-0.33
51,Tyrell Terry,2017-21,229,-0.34
336,Markel Brown,2017-21,120,-0.34
616,Isaiah Joe,2017-21,1659,-0.34
875,Bonzie Colson,2017-21,442,-0.34
892,Axel Toupane,2017-21,518,-0.34
342,Marcus Paige,2017-21,108,-0.35
345,Marcus Derrickson,2017-21,263,-0.35
888,Ben McLemore,2017-21,21712,-0.35
69,Troy Caupain,2017-21,58,-0.36
75,Trevor Booker,2017-21,12429,-0.36
173,Roy Hibbert,2017-21,2713,-0.36
14,Yante Maten,2017-21,53,-0.37
129,Stanton Kidd,2017-21,67,-0.37
252,Nigel Williams-Goss,2017-21,222,-0.37
356,Malik Fitts,2017-21,41,-0.37
366,Luke Babbitt,2017-21,7044,-0.37
475,Josh Jackson,2017-21,24517,-0.37
594,Jahmi'us Ramsey,2017-21,401,-0.37
606,J.P. Macura,2017-21,70,-0.37
704,Dusty Hannahs,2017-21,167,-0.37
735,DeVaughn Akoon-Purcell,2017-21,88,-0.37
864,Brandon Paul,2017-21,2337,-0.37
78,Treveon Graham,2017-21,12530,-0.38
901,Anzejs Pasecniks,2017-21,1875,-0.38
282,Monta Ellis,2017-21,8493,-0.39
546,Jaylen Adams,2017-21,1916,-0.39
50,Tyrese Haliburton,2017-21,7248,-0.4
579,James Ennis III,2017-21,30286,-0.4
703,Dwayne Bacon,2017-21,16280,-0.4
806,Corey Brewer,2017-21,13694,-0.4
809,Cole Aldrich,2017-21,2279,-0.4
841,Cameron Reynolds,2017-21,1233,-0.4
41,Vic Law,2017-21,283,-0.41
183,Robin Lopez,2017-21,33984,-0.41
384,Larry Sanders,2017-21,51,-0.41
527,Jevon Carter,2017-21,9295,-0.41
531,Jeremy Pargo,2017-21,177,-0.41
647,Goga Bitadze,2017-21,4391,-0.41
736,Desmond Bane,2017-21,7104,-0.41
786,Daniel Oturu,2017-21,730,-0.41
796,Dakota Mathias,2017-21,513,-0.41
804,Courtney Lee,2017-21,22059,-0.41
401,Kyle Kuzma,2017-21,39169,-0.42
507,John Lucas III,2017-21,42,-0.42
832,Channing Frye,2017-21,10855,-0.42
42,Vernon Carey Jr.,2017-21,453,-0.43
436,Kendrick Nunn,2017-21,17187,-0.43
544,Jaylen Hoard,2017-21,1945,-0.43
625,Iman Shumpert,2017-21,19183,-0.43
799,Dahntay Jones,2017-21,308,-0.43
122,T.J. Leaf,2017-21,5296,-0.44
273,Nassir Little,2017-21,5057,-0.44
333,Marko Guduric,2017-21,2052,-0.44
399,Kyle O'Quinn,2017-21,13251,-0.44
659,Gary Neal,2017-21,73,-0.44
699,Dwyane Wade,2017-21,23577,-0.44
768,David Stockton,2017-21,83,-0.44
60,Tyler Davis,2017-21,1,-0.45
184,Robert Woodard II,2017-21,190,-0.45
284,Miye Oni,2017-21,2966,-0.45
934,Alexis Ajinca,2017-21,2356,-0.45
260,Nickeil Alexander-Walker,2017-21,6638,-0.46
352,Mangok Mathiang,2017-21,83,-0.46
358,Malcolm Miller,2017-21,1761,-0.46
453,Justin Wright-Foreman,2017-21,181,-0.46
667,Freddie Gillespie,2017-21,1593,-0.46
536,Jerami Grant,2017-21,47448,-0.47
698,Dylan Windler,2017-21,2101,-0.47
267,Naz Reid,2017-21,7824,-0.48
713,Donta Hall,2017-21,1461,-0.48
788,Daniel Hamilton,2017-21,956,-0.48
906,Anthony Lamb,2017-21,1755,-0.48
33,Walt Lemon Jr.,2017-21,833,-0.49
59,Tyler Dorsey,2017-21,6905,-0.49
149,Sergio Rodriguez,2017-21,6095,-0.49
390,Lance Stephenson,2017-21,15480,-0.49
858,Brice Johnson,2017-21,451,-0.49
949,Adreian Payne,2017-21,700,-0.49
64,Ty-Shon Alexander,2017-21,198,-0.5
657,Gary Trent Jr.,2017-21,14630,-0.5
53,Tyler Zeller,2017-21,8118,-0.51
160,Sam Dekker,2017-21,12980,-0.51
293,Mike Tobey,2017-21,92,-0.51
448,Kalin Lucas,2017-21,22,-0.51
800,D'Angelo Russell,2017-21,35168,-0.51
137,Shelvin Mack,2017-21,16066,-0.52
677,Erik McCree,2017-21,33,-0.52
929,Alonzo Gee,2017-21,378,-0.52
9,Zach Lofton,2017-21,15,-0.53
495,Jontay Porter,2017-21,217,-0.53
564,Jarell Eddie,2017-21,310,-0.53
685,Emeka Okafor,2017-21,1538,-0.53
919,Andrew Bogut,2017-21,5045,-0.53
97,Tiago Splitter,2017-21,307,-0.54
157,Scott Machado,2017-21,77,-0.54
289,Milton Doyle,2017-21,504,-0.54
434,Kenneth Faried,2017-21,10563,-0.54
561,Jarnell Stokes,2017-21,26,-0.54
582,Jameel Warney,2017-21,100,-0.54
711,Donte Grantham,2017-21,8,-0.54
891,B.J. Johnson,2017-21,592,-0.54
62,Tyler Cavanaugh,2017-21,2278,-0.55
72,Trey McKinney-Jones,2017-21,5,-0.55
226,Patrick Patterson,2017-21,22477,-0.55
532,Jeremy Lin,2017-21,10285,-0.55
636,Hamidou Diallo,2017-21,11188,-0.55
848,C.J. Williams,2017-21,3375,-0.55
206,Rakeem Christmas,2017-21,871,-0.56
296,Mike Miller,2017-21,625,-0.56
488,Jordan Loyd,2017-21,248,-0.56
539,Jeff Teague,2017-21,38426,-0.56
741,Derrick Jones Jr.,2017-21,19661,-0.56
774,Darrell Arthur,2017-21,3148,-0.56
835,Cedi Osman,2017-21,26747,-0.56
71,Tristan Thompson,2017-21,39154,-0.57
163,Saben Lee,2017-21,3120,-0.57
339,Marial Shayok,2017-21,121,-0.57
457,Justin Jackson,2017-21,19608,-0.57
487,Jordan McLaughlin,2017-21,6491,-0.57
622,Isaac Humphries,2017-21,250,-0.57
853,Bruno Fernando,2017-21,4019,-0.57
946,Al Jefferson,2017-21,5536,-0.57
687,Elijah Millsap,2017-21,88,-0.58
948,AJ Hammons,2017-21,633,-0.58
138,Sheldon Mac,2017-21,1270,-0.59
193,Reggie Williams,2017-21,327,-0.59
198,Raymond Felton,2017-21,15562,-0.59
697,Dzanan Musa,2017-21,2725,-0.59
717,DJ Stephens,2017-21,31,-0.59
846,Caleb Swanigan,2017-21,2759,-0.59
86,Tony Parker,2017-21,16306,-0.6
376,Lorenzo Brown,2017-21,1530,-0.6
386,Larry Drew II,2017-21,267,-0.6
694,Edmond Sumner,2017-21,6769,-0.6
23,William Howard,2017-21,56,-0.61
61,Tyler Cook,2017-21,2007,-0.61
125,Steve Novak,2017-21,73,-0.61
644,Gorgui Dieng,2017-21,27282,-0.61
94,Tim Quarterman,2017-21,424,-0.62
114,Tariq Owens,2017-21,61,-0.62
701,Dwight Howard,2017-21,34583,-0.62
884,Billy Garrett,2017-21,258,-0.62
926,Amir Coffey,2017-21,2425,-0.62
370,Luis Montero,2017-21,30,-0.63
492,Jordan Clarkson,2017-21,46888,-0.63
686,Emanuel Terry,2017-21,100,-0.63
573,James Webb III,2017-21,474,-0.64
708,Dragan Bender,2017-21,15521,-0.64
839,Carmelo Anthony,2017-21,40164,-0.64
186,Robert Franks,2017-21,412,-0.66
201,Rawle Alkins,2017-21,498,-0.66
500,Jonas Jerebko,2017-21,16876,-0.66
585,Jalen Smith,2017-21,785,-0.66
761,Dean Wade,2017-21,5158,-0.66
548,Jaxson Hayes,2017-21,8755,-0.67
196,Reggie Hearn,2017-21,26,-0.68
303,Michael Gbinije,2017-21,118,-0.68
543,Jaylen Morris,2017-21,549,-0.68
638,Greivis Vasquez,2017-21,158,-0.68
771,Daryl Macon,2017-21,418,-0.68
866,Brandon Jennings,2017-21,9583,-0.68
109,Terrence Jones,2017-21,5119,-0.69
155,Sean Kilpatrick,2017-21,9897,-0.69
469,Josh Smith,2017-21,50,-0.69
798,Dairis Bertans,2017-21,707,-0.69
496,Jonathon Simmons,2017-21,20934,-0.7
509,John Jenkins,2017-21,1394,-0.7
643,Grant Riller,2017-21,102,-0.7
730,Devin Vassell,2017-21,4361,-0.7
25,Will Barton,2017-21,40240,-0.71
133,Solomon Hill,2017-21,27342,-0.71
156,Scotty Hopson,2017-21,39,-0.71
602,Jack Cooley,2017-21,336,-0.71
827,Chimezie Metu,2017-21,3031,-0.71
115,Tarik Black,2017-21,6757,-0.72
318,Matt Mooney,2017-21,72,-0.72
331,Marques Bolden,2017-21,124,-0.72
653,Georgios Papagiannis,2017-21,1871,-0.72
56,Tyler Johnson,2017-21,30787,-0.73
362,Malachi Flynn,2017-21,3794,-0.73
542,Jaylen Nowell,2017-21,3847,-0.73
565,Jared Terrell,2017-21,448,-0.73
1,Zylan Cheatham,2017-21,216,-0.74
18,Xavier Munford,2017-21,81,-0.74
459,Justin Harper,2017-21,129,-0.74
502,Jon Leuer,2017-21,9810,-0.74
587,Jalen Lecque,2017-21,189,-0.74
632,Haywood Highsmith,2017-21,172,-0.74
918,Andrew Harrison,2017-21,12279,-0.74
308,Meyers Leonard,2017-21,15622,-0.75
199,Rayjon Tucker,2017-21,1041,-0.76
379,London Perrantes,2017-21,253,-0.76
382,Lavoy Allen,2017-21,3526,-0.76
670,Frank Mason III,2017-21,6482,-0.76
845,Cam Reddish,2017-21,10559,-0.76
849,C.J. Wilcox,2017-21,419,-0.76
887,Ben Moore,2017-21,42,-0.76
896,Arron Afflalo,2017-21,8822,-0.76
567,Jared Harper,2017-21,103,-0.77
831,Charles Cooke,2017-21,148,-0.77
24,Will Magnay,2017-21,15,-0.78
505,Johnathan Motley,2017-21,1513,-0.78
630,Hollis Thompson,2017-21,2985,-0.78
652,Gerald Green,2017-21,16246,-0.78
749,Deng Adel,2017-21,746,-0.78
55,Tyler Lydon,2017-21,388,-0.79
96,Tim Frazier,2017-21,16201,-0.79
194,Reggie Perry,2017-21,1054,-0.79
403,Kyle Guy,2017-21,1021,-0.79
944,Alan Anderson,2017-21,1194,-0.79
217,Paul Zipser,2017-21,7571,-0.8
486,Jordan McRae,2017-21,6250,-0.8
935,Alex Poythress,2017-21,2345,-0.8
37,Vincent Hunter,2017-21,31,-0.81
101,Thomas Bryant,2017-21,12577,-0.81
348,Marcelo Huertas,2017-21,968,-0.81
746,Dennis Smith Jr.,2017-21,18186,-0.81
756,Deividas Sirvydis,2017-21,534,-0.81
807,Collin Sexton,2017-21,27699,-0.81
204,Randy Foye,2017-21,5355,-0.82
244,Norvel Pelle,2017-21,1347,-0.82
269,Nathan Knight,2017-21,1240,-0.82
335,Markelle Fultz,2017-21,13376,-0.82
588,Jalen Jones,2017-21,1564,-0.82
626,Ike Anigbogu,2017-21,144,-0.82
777,Darius Bazley,2017-21,12780,-0.82
415,KJ McDaniels,2017-21,2048,-0.83
428,Kevin Hervey,2017-21,234,-0.83
229,Patricio Garino,2017-21,165,-0.85
344,Marcus Georges-Hunt,2017-21,1127,-0.85
516,Joel Anthony,2017-21,597,-0.85
688,Elijah Hughes,2017-21,259,-0.85
722,Diamond Stone,2017-21,95,-0.85
782,Dante Cunningham,2017-21,16815,-0.85
304,Michael Frazier II,2017-21,741,-0.86
534,Jeremy Evans,2017-21,23,-0.86
673,Facundo Campazzo,2017-21,7892,-0.86
850,C.J. Watson,2017-21,4015,-0.86
200,Ray Spalding,2017-21,708,-0.87
238,Omer Asik,2017-21,2671,-0.87
310,Melvin Frazier,2017-21,835,-0.87
898,Armoni Brooks,2017-21,2164,-0.87
17,Xavier Rathan-Mayes,2017-21,479,-0.88
159,Sam Merrill,2017-21,1219,-0.88
262,Nick Richards,2017-21,247,-0.88
454,Justin Robinson,2017-21,554,-0.88
482,Jordan Sibert,2017-21,18,-0.88
510,John Holland,2017-21,712,-0.88
739,Derrick Walton,2017-21,1588,-0.88
933,Alfonzo McKinnie,2017-21,9942,-0.88
19,Wilson Chandler,2017-21,26570,-0.89
49,Tyrese Maxey,2017-21,5122,-0.9
121,T.J. McConnell,2017-21,37135,-0.9
664,Gabriel Deck,2017-21,873,-0.9
889,Ben Bentil,2017-21,43,-0.9
259,Nico Mannion,2017-21,1516,-0.91
617,Isaiah Hicks,2017-21,1099,-0.91
640,Greg Monroe,2017-21,15939,-0.91
939,Alen Smailagic,2017-21,937,-0.91
522,Jodie Meeks,2017-21,8467,-0.92
733,Devin Cannady,2017-21,308,-0.92
860,Brian Roberts,2017-21,1582,-0.92
179,Rodney Purvis,2017-21,1152,-0.93
787,Daniel Ochefu,2017-21,328,-0.93
826,Chinanu Onuaku,2017-21,313,-0.93
895,Ashton Hagans,2017-21,18,-0.93
254,Nicolo Melli,2017-21,6769,-0.94
412,Kosta Koufos,2017-21,12977,-0.94
456,Justin James,2017-21,2268,-0.94
648,Glenn Robinson III,2017-21,18934,-0.94
679,Eric Moreland,2017-21,3549,-0.94
690,Elie Okobo,2017-21,6822,-0.94
822,Chris Clemons,2017-21,1318,-0.94
900,Archie Goodwin,2017-21,858,-0.95
950,Admiral Schofield,2017-21,1541,-0.95
169,Rui Hachimura,2017-21,15317,-0.96
521,Joe Chealey,2017-21,163,-0.96
876,Bol Bol,2017-21,1246,-0.96
66,Ty Jerome,2017-21,4635,-0.98
354,Malik Newman,2017-21,13,-0.99
409,Kris Humphries,2017-21,2754,-0.99
255,Nicolas Laprovittola,2017-21,670,-1
447,Karim Mane,2017-21,361,-1
723,Deyonta Davis,2017-21,5290,-1
535,Jeremiah Martin,2017-21,965,-1.01
574,James Nunnally,2017-21,610,-1.01
562,Jaren Jackson Jr.,2017-21,15005,-1.02
566,Jared Sullinger,2017-21,459,-1.02
93,Timofey Mozgov,2017-21,5920,-1.03
126,Sterling Brown,2017-21,17385,-1.03
251,Nik Stauskas,2017-21,15049,-1.03
615,Isaiah Roby,2017-21,5974,-1.03
36,Vincent Poirier,2017-21,734,-1.04
369,Luis Scola,2017-21,1902,-1.04
601,Jacob Evans,2017-21,2716,-1.04
665,Gabe Vincent,2017-21,3012,-1.04
958,Aaron Brooks,2017-21,4302,-1.04
207,Rajon Rondo,2017-21,35152,-1.05
351,Manny Harris,2017-21,100,-1.05
655,George King,2017-21,22,-1.05
744,Deonte Burton,2017-21,2561,-1.05
263,Nick Collison,2017-21,803,-1.06
899,Arinze Onuaku,2017-21,104,-1.06
833,Chandler Parsons,2017-21,7500,-1.08
478,Josh Hall,2017-21,1422,-1.09
529,Jerome Robinson,2017-21,7273,-1.09
393,Lamar Stevens,2017-21,2025,-1.1
211,Quincy Pondexter,2017-21,2032,-1.11
8,Zach Norvell,2017-21,175,-1.12
27,Wesley Johnson,2017-21,11657,-1.12
130,Stanley Johnson,2017-21,22870,-1.12
332,Markus Howard,2017-21,1736,-1.12
418,Killian Hayes,2017-21,2745,-1.12
440,Keljin Blevins,2017-21,363,-1.12
225,Patrick Williams,2017-21,8075,-1.13
956,Aaron Harrison,2017-21,991,-1.13
100,Thomas Robinson,2017-21,2243,-1.14
430,Kenyon Martin Jr.,2017-21,4461,-1.15
750,Demetrius Jackson,2017-21,551,-1.15
911,Anthony Bennett,2017-21,1112,-1.15
444,Kay Felder,2017-21,2094,-1.16
530,Jerian Grant,2017-21,15377,-1.16
5,Zeke Nnaji,2017-21,1766,-1.17
7,Zach Randolph,2017-21,13993,-1.17
81,Tre Jones,2017-21,1084,-1.17
907,Anthony Gill,2017-21,1174,-1.17
31,Wayne Selden,2017-21,10303,-1.19
63,Tyler Bey,2017-21,303,-1.19
501,Jonah Bolden,2017-21,3601,-1.19
85,Tony Snell,2017-21,36514,-1.2
181,Rodney Hood,2017-21,33220,-1.2
272,Nate Darling,2017-21,101,-1.2
127,Stephen Zimmerman,2017-21,414,-1.22
765,Davon Reed,2017-21,1208,-1.22
868,Brandon Goodwin,2017-21,4477,-1.22
79,Trent Forrest,2017-21,1268,-1.23
554,Jarrod Uthoff,2017-21,648,-1.23
205,Ramon Sessions,2017-21,4824,-1.24
298,Mike Dunleavy,2017-21,3812,-1.24
361,Malachi Richardson,2017-21,2504,-1.24
473,Josh McRoberts,2017-21,1459,-1.24
493,Jordan Bone,2017-21,1007,-1.24
526,Jimmer Fredette,2017-21,273,-1.24
661,Gary Clark,2017-21,8906,-1.24
791,Damjan Rudez,2017-21,1218,-1.24
3,Zhou Qi,2017-21,553,-1.26
571,James Young,2017-21,1425,-1.26
84,Torrey Craig,2017-21,23520,-1.27
438,Kelly Oubre Jr.,2017-21,41096,-1.28
836,Cassius Winston,2017-21,437,-1.28
481,Jose Calderon,2017-21,9780,-1.29
397,Kyle Wiltjer,2017-21,238,-1.3
455,Justin Patton,2017-21,1236,-1.3
629,Ian Clark,2017-21,18099,-1.3
468,JR Smith,2017-21,24701,-1.31
586,Jalen McDaniels,2017-21,4723,-1.31
575,James Michael McAdoo,2017-21,2361,-1.32
834,Chandler Hutchison,2017-21,7538,-1.33
485,Jordan Mickey,2017-21,1768,-1.34
174,Ronnie Price,2017-21,555,-1.35
498,Jonathan Gibson,2017-21,1071,-1.35
852,Bryn Forbes,2017-21,33171,-1.35
239,Omari Spellman,2017-21,7137,-1.36
808,Cole Anthony,2017-21,5187,-1.36
45,Udoka Azubuike,2017-21,244,-1.37
57,Tyler Herro,2017-21,19030,-1.38
609,Ivan Rabb,2017-21,4924,-1.38
309,Metta World Peace,2017-21,632,-1.39
395,KZ Okpala,2017-21,1900,-1.39
737,Derrick Williams,2017-21,3464,-1.39
153,Sekou Doumbouya,2017-21,6502,-1.4
245,Norris Cole,2017-21,691,-1.41
67,Troy Williams,2017-21,4987,-1.42
480,Josh Gray,2017-21,460,-1.42
678,Eric Paschall,2017-21,9758,-1.42
154,Sean McDermott,2017-21,659,-1.43
355,Malik Monk,2017-21,16997,-1.43
518,Joe Johnson,2017-21,14593,-1.44
902,Antonius Cleveland,2017-21,761,-1.44
924,Anderson Varejao,2017-21,535,-1.44
151,Semi Ojeleye,2017-21,18047,-1.45
916,Andrew White III,2017-21,865,-1.45
98,Thon Maker,2017-21,16819,-1.47
236,Onyeka Okongwu,2017-21,3794,-1.47
323,Mason Jones,2017-21,1421,-1.47
209,Quinndary Weatherspoon,2017-21,851,-1.48
423,Kevin Seraphin,2017-21,2655,-1.48
706,Drew Eubanks,2017-21,4726,-1.48
619,Isaiah Canaan,2017-21,7196,-1.49
819,Chris Silva,2017-21,1813,-1.49
35,Vlatko Cancar,2017-21,1530,-1.5
213,Precious Achiuwa,2017-21,3074,-1.5
271,Nate Hinton,2017-21,392,-1.5
110,Terrance Ferguson,2017-21,17846,-1.51
558,Jarrell Brantley,2017-21,1077,-1.51
443,Keita Bates-Diop,2017-21,6346,-1.52
279,Moritz Wagner,2017-21,8606,-1.53
936,Alex Len,2017-21,27727,-1.54
257,Nicolas Brussino,2017-21,2042,-1.56
378,Lonnie Walker IV,2017-21,10863,-1.56
203,Rashad Vaughn,2017-21,2685,-1.59
513,Joffrey Lauvergne,2017-21,6303,-1.59
838,Carsen Edwards,2017-21,2669,-1.59
340,Marcus Thornton,2017-21,2275,-1.6
940,Aleksej Pokusevski,2017-21,4590,-1.6
715,Donatas Motiejunas,2017-21,2125,-1.61
337,Mario Hezonja,2017-21,19442,-1.62
208,R.J. Hampton,2017-21,3665,-1.63
307,Mfiondu Kabengele,2017-21,1421,-1.63
517,Joe Young,2017-21,2760,-1.66
651,Gerald Henderson,2017-21,6780,-1.66
291,Miles Plumlee,2017-21,6313,-1.68
634,Harry Giles III,2017-21,7697,-1.69
829,Chasson Randle,2017-21,7855,-1.7
147,Shabazz Muhammad,2017-21,7876,-1.71
674,Evan Turner,2017-21,26077,-1.73
828,Cheick Diallo,2017-21,9345,-1.73
389,Lance Thomas,2017-21,12935,-1.74
576,James Jones,2017-21,1713,-1.74
210,Quinn Cook,2017-21,13743,-1.77
870,Brandon Bass,2017-21,2279,-1.77
424,Kevin Porter Jr.,2017-21,8218,-1.79
503,Johnny O'Bryant III,2017-21,1854,-1.79
801,D.J. Wilson,2017-21,7713,-1.81
103,Theo Maledon,2017-21,7445,-1.83
461,Justin Anderson,2017-21,9907,-1.83
658,Gary Payton II,2017-21,3339,-1.84
914,Anfernee Simons,2017-21,12510,-1.84
413,Kobi Simmons,2017-21,2545,-1.85
283,Mo Bamba,2017-21,9624,-1.87
553,Jason Smith,2017-21,7511,-1.87
278,Moses Brown,2017-21,4029,-1.89
684,Emmanuel Mudiay,2017-21,21224,-1.93
426,Kevin Knox II,2017-21,15640,-1.94
330,Marquese Chriss,2017-21,20669,-1.95
641,Grayson Allen,2017-21,11113,-1.97
460,Justin Hamilton,2017-21,4904,-2.06
880,Bobby Brown,2017-21,1153,-2.08
859,Briante Weber,2017-21,1720,-2.14
917,Andrew Nicholson,2017-21,1348,-2.15
152,Semaj Christon,2017-21,3967,-2.17
883,Bismack Biyombo,2017-21,25498,-2.19
572,James Wiseman,2017-21,3590,-2.2
795,Damian Jones,2017-21,8693,-2.23
131,Spencer Hawes,2017-21,3337,-2.26
528,Jerryd Bayless,2017-21,6791,-2.28
584,Jamal Crawford,2017-21,22670,-2.28
44,Udonis Haslem,2017-21,1295,-2.46
865,Brandon Knight,2017-21,9494,-2.48
758,DeAndre Liggins,2017-21,6036,-2.56
34,Wade Baldwin IV,2017-21,2548,-2.58
803,Cristiano Felicio,2017-21,13557,-2.64
595,Jahlil Okafor,2017-21,13150,-2.71
952,Abdel Nader,2017-21,10773,-2.99
227,Patrick McCaw,2017-21,15943,-3.02