Player,MIN,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK
Aaron Brooks,5.9,2.3,0.9,2.2,0.3,1.0,0.3,0.3,0.2,0.3,0.5,0.6,0.3,0.0,0.9
Aaron Gordon,32.9,17.6,6.5,14.9,2.0,5.9,2.7,3.9,1.5,6.4,7.9,2.3,1.8,0.8,1.9
Aaron Harrison,25.9,6.7,2.1,7.7,1.0,4.8,1.4,1.9,0.4,2.2,2.7,1.2,0.3,0.2,3.0
Aaron Jackson,34.5,8.0,3.0,9.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,4.0
Abdel Nader,10.9,3.0,1.0,3.1,0.5,1.4,0.5,0.8,0.3,1.2,1.5,0.5,0.7,0.2,0.9
Adreian Payne,8.5,4.2,1.4,2.0,0.4,0.6,1.0,1.2,0.4,1.4,1.8,0.0,0.4,0.0,1.2
Al Horford,31.6,12.9,5.1,10.5,1.3,3.1,1.3,1.7,1.4,5.9,7.4,4.7,1.8,1.1,1.9
Al Jefferson,13.4,7.0,3.1,5.8,0.0,0.1,0.8,1.0,0.8,3.1,4.0,0.8,0.6,0.6,1.8
Al-Farouq Aminu,30.0,9.3,3.3,8.4,1.8,4.9,0.9,1.2,1.4,6.2,7.6,1.2,1.1,0.6,2.0
Alan Williams,14.1,4.0,1.4,3.6,0.0,0.0,1.2,1.8,0.6,3.8,4.4,1.6,1.4,0.2,2.6
Alec Burks,16.5,7.7,2.7,6.5,0.7,2.2,1.7,1.9,0.3,2.7,3.0,1.0,0.9,0.1,1.2
Alec Peters,11.2,4.1,1.4,3.7,0.9,2.9,0.4,0.5,0.4,1.5,1.9,0.6,0.2,0.1,0.7
Alex Abrines,15.1,4.7,1.5,3.9,1.1,2.9,0.5,0.6,0.3,1.2,1.5,0.4,0.3,0.1,1.7
Alex Caruso,15.2,3.6,1.4,3.1,0.4,1.2,0.6,0.8,0.4,1.4,1.8,2.0,1.1,0.3,1.4
Alex Len,20.2,8.5,3.1,5.5,0.0,0.0,2.3,3.3,2.5,5.0,7.5,1.2,1.1,0.9,2.3
Alex Poythress,4.2,1.0,0.4,1.0,0.2,0.4,0.0,0.0,0.3,0.4,0.7,0.1,0.1,0.0,0.6
Alfonzo McKinnie,3.8,1.5,0.6,1.1,0.2,0.6,0.1,0.2,0.1,0.4,0.5,0.1,0.2,0.1,0.6
Allen Crabbe,29.3,13.2,4.5,11.0,2.7,7.1,1.5,1.8,0.4,3.9,4.3,1.6,1.0,0.5,2.2
Amir Johnson,15.8,4.6,1.9,3.5,0.1,0.4,0.7,1.1,1.7,2.8,4.5,1.6,0.7,0.6,2.6
Andre Drummond,33.7,15.0,6.0,11.3,0.0,0.1,3.1,5.1,5.1,10.9,16.0,3.0,2.6,1.6,3.2
Andre Iguodala,25.4,6.0,2.3,5.0,0.5,1.8,0.9,1.4,0.8,3.1,3.8,3.3,1.0,0.6,1.5
Andre Ingram,32.1,12.0,4.0,8.5,2.5,4.5,1.5,1.5,0.5,2.5,3.0,3.5,1.5,1.5,1.5
Andre Roberson,26.6,5.0,2.2,4.2,0.2,0.9,0.3,1.0,1.9,2.8,4.7,1.2,0.8,0.9,2.3
Andrew Bogut,9.0,1.5,0.7,1.0,0.0,0.0,0.1,0.1,1.1,2.2,3.3,0.6,0.8,0.5,1.7
Andrew Harrison,23.7,9.5,3.2,7.7,0.8,2.5,2.2,2.8,0.4,1.9,2.3,3.2,1.4,0.5,2.5
Andrew White III,13.9,4.6,1.7,4.9,1.2,3.3,0.1,0.3,0.3,2.0,2.3,0.4,0.5,0.1,0.8
Andrew Wiggins,36.3,17.7,6.9,15.9,1.4,4.1,2.5,3.8,1.0,3.4,4.4,2.0,1.7,0.6,2.0
Ante Zizic,6.7,3.7,1.5,2.1,0.0,0.0,0.7,0.9,0.8,1.1,1.9,0.2,0.3,0.4,0.9
Anthony Brown,3.7,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Anthony Davis,36.4,28.1,10.4,19.5,0.7,2.2,6.6,8.0,2.5,8.6,11.1,2.3,2.2,2.6,2.1
Anthony Tolliver,22.2,8.9,2.8,6.0,2.0,4.6,1.3,1.7,0.6,2.4,3.1,1.1,0.7,0.3,1.8
Antonio Blakeney,16.5,7.9,2.8,7.5,0.8,2.7,1.6,2.1,0.2,1.5,1.7,1.1,0.6,0.1,1.0
Antonius Cleveland,7.2,1.4,0.5,1.2,0.2,0.2,0.2,0.4,0.2,0.6,0.8,0.1,0.4,0.3,1.4
Aron Baynes,18.3,6.0,2.6,5.5,0.0,0.3,0.7,1.0,1.6,3.8,5.4,1.1,1.0,0.6,2.5
Arron Afflalo,12.9,3.4,1.2,3.1,0.5,1.3,0.4,0.5,0.1,1.2,1.2,0.6,0.4,0.2,1.1
Austin Rivers,33.7,15.1,5.6,13.2,2.2,5.9,1.7,2.6,0.4,1.9,2.4,4.0,1.8,0.3,2.5
Avery Bradley,31.2,14.3,5.6,13.6,1.6,4.4,1.4,1.8,0.5,2.0,2.5,2.0,2.2,0.2,2.0
Bam Adebayo,19.8,6.9,2.5,4.9,0.0,0.1,1.9,2.6,1.7,3.8,5.5,1.5,1.0,0.6,2.0
Ben McLemore,19.5,7.5,2.8,6.7,1.0,2.8,0.9,1.1,0.6,1.9,2.5,0.9,1.1,0.3,2.5
Ben Moore,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,2.0
Ben Simmons,33.7,15.8,6.7,12.3,0.0,0.1,2.4,4.2,1.8,6.3,8.1,8.2,3.4,0.9,2.6
Bismack Biyombo,18.2,5.7,2.2,4.3,0.0,0.0,1.2,1.9,1.8,4.0,5.7,0.8,1.0,1.2,1.9
Blake Griffin,34.0,21.4,7.5,17.2,1.9,5.6,4.5,5.7,1.3,6.1,7.4,5.8,2.8,0.3,2.4
Boban Marjanovic,8.7,6.0,2.0,3.8,0.0,0.0,2.0,2.5,1.2,2.5,3.7,0.6,0.9,0.3,1.3
Bobby Brown,5.7,2.5,1.0,2.9,0.6,2.0,0.1,0.1,0.0,0.4,0.4,0.6,0.5,0.0,0.3
Bobby Portis,22.5,13.2,5.2,11.1,1.1,3.1,1.6,2.1,2.2,4.6,6.8,1.7,1.4,0.3,1.8
Bogdan Bogdanovic,27.9,11.8,4.4,9.9,1.7,4.2,1.3,1.5,0.4,2.5,2.9,3.3,1.6,0.2,2.2
Bojan Bogdanovic,30.8,14.3,5.1,10.7,1.9,4.8,2.2,2.6,0.4,3.0,3.4,1.5,1.3,0.1,1.6
Bradley Beal,36.3,22.6,8.3,18.1,2.4,6.5,3.6,4.5,0.7,3.7,4.4,4.5,2.6,0.4,2.0
Brandan Wright,13.6,5.0,2.1,3.6,0.0,0.0,0.8,1.2,1.2,2.2,3.4,0.5,0.3,0.9,1.1
Brandon Ingram,33.5,16.1,6.1,12.9,0.7,1.8,3.3,4.8,1.0,4.4,5.3,3.9,2.5,0.7,2.8
Brandon Jennings,14.7,5.2,1.9,5.1,0.6,2.4,0.7,0.7,0.4,1.9,2.2,3.1,1.3,0.3,0.8
Brandon Paul,9.0,2.3,0.9,2.0,0.2,0.8,0.3,0.7,0.1,1.0,1.1,0.6,0.5,0.1,0.9
Briante Weber,13.1,2.8,1.1,2.4,0.2,0.6,0.4,0.6,0.4,1.5,1.9,1.2,0.8,0.3,1.6
Brice Johnson,5.4,2.4,1.1,2.3,0.0,0.1,0.2,0.3,0.5,1.2,1.7,0.1,0.3,0.3,0.7
Brook Lopez,23.4,13.0,5.0,10.7,1.5,4.4,1.5,2.1,1.0,3.0,4.0,1.7,1.3,1.3,2.6
Bruno Caboclo,8.9,2.2,0.8,2.6,0.3,1.4,0.4,0.5,0.6,1.3,1.8,0.3,0.3,0.3,0.7
Bryn Forbes,19.0,6.9,2.6,6.2,1.1,2.9,0.6,0.9,0.2,1.2,1.4,1.0,0.5,0.0,1.4
Buddy Hield,25.3,13.5,5.2,11.7,2.2,5.1,0.9,1.0,0.7,3.2,3.8,1.9,1.6,0.3,1.9
C.J. Williams,18.6,5.5,2.3,5.2,0.6,2.1,0.3,0.4,0.3,1.2,1.5,1.1,0.5,0.3,1.7
CJ McCollum,36.1,21.4,8.2,18.6,2.3,5.9,2.6,3.1,0.7,3.3,4.0,3.4,1.9,0.4,2.1
CJ Miles,19.1,10.0,3.2,8.6,2.3,6.5,1.2,1.4,0.3,1.9,2.2,0.8,0.6,0.3,1.9
Caleb Swanigan,7.0,2.3,0.9,2.2,0.0,0.3,0.4,0.7,0.6,1.4,2.0,0.5,0.7,0.1,1.4
Cameron Payne,23.3,8.8,3.5,8.6,1.4,3.6,0.5,0.6,0.7,2.0,2.8,4.5,1.4,0.4,1.8
Caris LeVert,26.2,12.1,4.5,10.4,1.2,3.5,1.9,2.6,0.7,2.9,3.7,4.2,2.2,0.3,2.2
Carmelo Anthony,32.1,16.2,6.1,15.0,2.2,6.1,1.9,2.5,0.9,4.9,5.8,1.3,1.3,0.6,2.5
Cedi Osman,11.0,3.9,1.5,3.0,0.5,1.4,0.4,0.8,0.3,1.7,2.0,0.7,0.5,0.0,1.3
Chandler Parsons,19.2,7.9,3.0,6.5,1.4,3.4,0.5,0.8,0.4,2.1,2.5,1.9,1.0,0.3,1.5
Channing Frye,13.1,5.0,2.0,4.0,0.7,2.2,0.3,0.4,0.2,2.3,2.5,0.7,0.4,0.2,1.3
Charles Cooke,2.9,0.5,0.2,1.1,0.1,0.6,0.1,0.2,0.0,0.2,0.2,0.1,0.1,0.0,0.0
Cheick Diallo,11.2,4.9,2.0,3.4,0.0,0.0,1.0,1.3,0.9,3.2,4.1,0.4,0.5,0.4,1.6
Chinanu Onuaku,21.6,4.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,4.0
Chris Boucher,1.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Chris McCullough,4.7,2.4,0.9,2.2,0.1,0.4,0.5,0.7,0.4,0.9,1.3,0.2,0.1,0.3,0.4
Chris Paul,31.8,18.6,6.3,13.8,2.5,6.5,3.5,3.8,0.6,4.8,5.4,7.9,2.2,0.2,2.4
Clint Capela,27.5,13.9,6.0,9.1,0.0,0.0,1.9,3.5,3.3,7.6,10.8,0.9,1.4,1.9,2.5
Cody Zeller,19.0,7.1,2.6,4.7,0.1,0.1,1.8,2.6,2.0,3.3,5.4,0.9,1.0,0.6,2.5
Cole Aldrich,2.3,0.6,0.2,0.7,0.0,0.0,0.1,0.3,0.1,0.6,0.7,0.1,0.0,0.0,0.5
Corey Brewer,16.8,5.3,2.0,4.4,0.4,1.5,0.9,1.3,0.6,1.5,2.1,0.9,0.7,0.2,1.9
Cory Joseph,27.0,7.9,3.1,7.4,0.8,2.3,0.9,1.1,0.5,2.7,3.2,3.2,1.1,0.2,1.7
Courtney Lee,30.4,12.0,4.5,9.9,1.5,3.7,1.5,1.6,0.4,2.6,2.9,2.4,1.1,0.2,1.4
Cristiano Felicio,17.8,5.6,2.3,3.9,0.0,0.0,1.0,1.5,1.5,2.7,4.2,1.0,1.0,0.2,1.9
D'Angelo Russell,25.7,15.5,5.8,14.0,1.9,5.8,2.0,2.7,0.6,3.3,3.9,5.2,3.1,0.4,1.9
D.J. Augustin,23.5,10.2,3.3,7.2,1.5,3.6,2.2,2.5,0.4,1.7,2.1,3.8,1.6,0.0,1.3
D.J. Wilson,3.2,1.0,0.4,0.7,0.1,0.2,0.0,0.1,0.1,0.4,0.5,0.1,0.2,0.0,0.3
Dakari Johnson,5.2,1.8,0.7,1.3,0.0,0.0,0.4,0.6,0.5,0.6,1.1,0.3,0.1,0.3,0.9
Damian Jones,5.9,1.7,0.7,1.5,0.0,0.0,0.2,0.3,0.3,0.6,0.9,0.1,0.3,0.2,0.9
Damian Lillard,36.6,26.9,8.5,19.4,3.1,8.6,6.8,7.4,0.8,3.6,4.5,6.6,2.8,0.4,1.6
Damien Wilkins,8.0,1.7,0.7,2.1,0.2,0.9,0.2,0.2,0.3,0.6,0.8,0.5,0.3,0.1,0.4
Damion Lee,27.0,10.7,4.1,10.1,1.0,4.0,1.5,1.9,0.7,4.0,4.7,1.9,0.9,0.1,1.7
Damyean Dotson,10.8,4.1,1.6,3.7,0.5,1.5,0.4,0.5,0.2,1.7,1.9,0.7,0.4,0.0,0.8
Daniel Hamilton,4.6,2.0,0.8,1.8,0.3,0.8,0.0,0.0,0.0,0.8,0.8,1.3,0.3,0.0,0.3
Daniel Theis,14.9,5.3,2.0,3.7,0.3,0.9,1.0,1.3,1.4,2.9,4.3,0.9,0.9,0.8,2.5
Danilo Gallinari,32.0,15.3,4.9,12.2,1.7,5.3,3.9,4.1,0.4,4.4,4.8,2.0,1.2,0.5,1.4
Danny Green,25.6,8.6,3.1,8.0,1.7,4.6,0.7,0.9,0.6,3.0,3.6,1.6,1.1,1.1,1.7
Dante Cunningham,21.4,5.7,2.2,5.0,0.8,2.3,0.4,0.7,1.1,3.0,4.1,0.7,0.5,0.4,1.5
Dante Exum,16.8,8.1,3.0,6.2,0.4,1.3,1.8,2.2,0.3,1.6,1.9,3.1,1.4,0.2,1.4
Danuel House Jr.,17.5,6.6,2.4,5.6,0.7,2.5,1.1,1.3,0.6,2.7,3.3,1.1,0.5,0.3,1.0
Dario Saric,29.6,14.6,5.2,11.4,2.0,5.1,2.3,2.7,2.0,4.7,6.7,2.6,1.9,0.3,2.1
Darius Miller,23.7,7.8,2.6,5.9,1.8,4.4,0.7,0.8,0.2,1.8,2.0,1.4,0.7,0.2,2.0
Darrell Arthur,7.4,2.8,1.2,2.5,0.4,1.2,0.1,0.2,0.2,0.6,0.8,0.5,0.8,0.2,1.2
Darren Collison,29.3,12.4,4.6,9.2,1.4,3.0,1.8,2.1,0.5,2.0,2.6,5.3,1.2,0.2,1.8
Darrun Hilliard,6.8,1.1,0.4,1.4,0.0,0.4,0.4,0.5,0.0,0.5,0.5,0.8,0.3,0.0,0.5
David Nwaba,23.5,7.9,2.9,6.0,0.3,0.7,1.9,2.9,1.3,3.4,4.7,1.5,1.1,0.4,2.3
David Stockton,3.1,3.3,0.7,1.0,0.7,1.0,1.3,1.3,0.0,0.0,0.0,0.0,0.3,0.0,1.0
David West,13.7,6.8,3.0,5.2,0.0,0.1,0.8,1.1,0.9,2.4,3.3,1.9,1.1,1.0,1.6
Davis Bertans,14.1,5.9,2.1,4.8,1.2,3.3,0.5,0.6,0.2,1.8,2.0,1.0,0.5,0.4,1.2
Davon Reed,11.5,3.0,1.0,3.6,0.5,1.8,0.4,0.6,0.1,1.8,1.9,0.6,0.5,0.1,0.8
De'Aaron Fox,27.7,11.6,4.5,10.9,0.6,2.1,1.9,2.7,0.5,2.3,2.8,4.4,2.4,0.3,2.2
DeAndre Jordan,31.5,12.0,4.8,7.5,0.0,0.0,2.4,4.1,4.3,10.9,15.2,1.5,1.8,0.9,2.6
DeAndre Liggins,12.5,1.7,0.7,1.8,0.3,0.9,0.0,0.1,0.1,1.2,1.3,0.8,0.3,0.2,1.4
DeAndre' Bembry,17.5,5.2,2.0,4.9,0.4,1.2,0.7,1.3,0.3,2.5,2.8,1.9,1.8,0.5,1.5
DeMar DeRozan,33.9,23.0,8.1,17.7,1.1,3.6,5.8,7.0,0.7,3.2,3.9,5.2,2.2,0.3,1.9
DeMarcus Cousins,36.2,25.2,8.5,18.0,2.2,6.1,6.1,8.2,2.2,10.7,12.9,5.4,5.0,1.6,3.8
DeMarre Carroll,29.9,13.5,4.5,10.8,2.0,5.4,2.6,3.4,1.4,5.1,6.6,2.0,1.4,0.4,2.3
Dejounte Murray,21.5,8.1,3.3,7.5,0.1,0.4,1.3,1.8,1.4,4.3,5.7,2.9,1.7,0.4,1.9
Delon Wright,20.8,8.0,2.9,6.3,0.8,2.2,1.4,1.7,0.7,2.2,2.9,2.9,1.1,0.5,1.2
Demetrius Jackson,5.3,1.1,0.5,1.2,0.1,0.5,0.1,0.1,0.3,0.5,0.8,0.6,0.7,0.1,0.5
Dennis Schroder,31.0,19.4,7.5,17.1,1.1,3.9,3.4,4.0,0.7,2.4,3.1,6.2,2.7,0.1,2.2
Dennis Smith Jr.,29.7,15.2,5.9,14.8,1.5,4.9,1.9,2.8,0.7,3.0,3.8,5.2,2.8,0.3,2.2
Denzel Valentine,27.2,10.2,3.9,9.4,1.9,4.8,0.5,0.7,0.6,4.5,5.1,3.2,1.3,0.1,2.4
Derrick Favors,28.0,12.3,5.1,9.1,0.2,0.8,1.8,2.8,2.6,4.6,7.2,1.3,1.1,1.1,2.1
Derrick Jones Jr.,12.3,3.1,1.1,2.7,0.2,0.9,0.8,1.2,1.1,0.9,1.9,0.5,0.4,0.7,1.2
Derrick Rose,16.8,8.4,3.2,7.4,0.3,1.2,1.6,1.8,0.5,0.9,1.4,1.5,1.4,0.2,0.6
Derrick Walton Jr.,9.2,1.8,0.5,1.6,0.4,1.1,0.4,0.4,0.1,0.9,1.0,1.0,0.1,0.2,0.4
Derrick White,8.2,3.2,0.9,1.9,0.5,0.8,0.8,1.2,0.3,1.2,1.5,0.5,0.4,0.2,0.5
Derrick Williams,4.3,1.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Devin Booker,34.5,24.9,8.4,19.5,2.7,7.1,5.4,6.1,0.5,4.0,4.5,4.7,3.6,0.3,3.1
Devin Harris,18.9,8.4,2.6,6.4,1.1,3.2,2.0,2.4,0.2,1.6,1.8,2.1,1.1,0.2,2.2
Devin Robinson,13.2,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0
Dewayne Dedmon,24.9,10.0,4.0,7.7,0.8,2.3,1.1,1.4,1.6,6.3,7.9,1.5,1.4,0.8,2.6
Deyonta Davis,15.2,5.8,2.6,4.3,0.0,0.0,0.6,0.9,1.2,2.8,4.0,0.6,0.5,0.6,2.0
Dillon Brooks,28.7,11.0,4.1,9.4,1.1,3.2,1.5,2.0,0.6,2.5,3.1,1.6,1.5,0.2,2.8
Dion Waiters,30.6,14.3,5.4,13.7,1.7,5.7,1.7,2.3,0.3,2.3,2.6,3.8,2.3,0.3,2.0
Dirk Nowitzki,24.7,12.0,4.5,9.8,1.8,4.4,1.3,1.4,0.3,5.4,5.7,1.6,0.7,0.6,1.9
Domantas Sabonis,24.5,11.6,4.6,8.9,0.2,0.5,2.3,3.0,2.2,5.5,7.7,2.0,1.9,0.4,3.0
Donovan Mitchell,33.4,20.5,7.5,17.2,2.4,7.0,3.0,3.8,0.7,3.1,3.7,3.7,2.7,0.3,2.7
Dorian Finney-Smith,21.3,5.9,2.2,5.8,1.0,3.2,0.5,0.7,1.0,2.5,3.6,1.2,1.0,0.2,2.0
Doug McDermott,21.8,7.8,2.9,6.3,1.1,2.7,0.8,1.0,0.5,2.0,2.5,1.0,0.7,0.2,1.5
Dragan Bender,25.2,6.5,2.3,5.9,1.4,3.9,0.5,0.6,0.5,3.9,4.4,1.6,1.4,0.6,2.0
Draymond Green,32.7,11.0,4.0,8.8,1.1,3.7,1.9,2.5,1.1,6.6,7.6,7.3,2.9,1.3,2.6
Dwayne Bacon,13.5,3.3,1.4,3.6,0.2,0.8,0.4,0.5,0.1,2.3,2.3,0.7,0.4,0.0,0.9
Dwight Buycks,14.7,7.4,2.8,6.8,0.5,1.6,1.2,1.4,0.4,1.0,1.4,2.0,1.3,0.1,1.3
Dwight Howard,30.4,16.6,6.2,11.2,0.0,0.1,4.1,7.2,3.1,9.3,12.5,1.3,2.6,1.6,3.1
Dwight Powell,21.2,8.5,3.2,5.4,0.4,1.1,1.7,2.3,1.7,3.9,5.6,1.2,0.7,0.4,2.4
Dwyane Wade,22.9,11.4,4.5,10.2,0.5,1.7,2.0,2.8,0.7,3.0,3.8,3.4,2.1,0.7,1.9
E'Twaun Moore,31.5,12.5,5.2,10.1,1.6,3.7,0.6,0.8,0.7,2.2,2.9,2.3,1.2,0.1,2.2
Ed Davis,18.9,5.3,2.2,3.7,0.0,0.0,0.9,1.4,2.3,5.0,7.4,0.5,0.8,0.7,2.4
Edmond Sumner,2.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Ekpe Udoh,12.9,2.6,1.0,1.9,0.0,0.0,0.7,0.9,1.1,1.3,2.4,0.8,0.3,1.2,1.7
Elfrid Payton,28.7,12.7,5.2,10.6,0.5,1.5,1.7,2.7,1.0,3.3,4.3,6.2,2.7,0.3,2.3
Emeka Okafor,13.6,4.4,1.8,3.7,0.0,0.0,0.7,0.8,1.8,2.8,4.6,0.3,0.5,1.0,1.2
Emmanuel Mudiay,19.4,8.6,3.2,8.2,0.7,2.3,1.5,2.0,0.4,2.0,2.4,3.2,1.8,0.2,1.3
Enes Kanter,25.8,14.1,5.9,10.0,0.0,0.0,2.2,2.6,3.8,7.1,11.0,1.5,1.7,0.5,2.6
Eric Bledsoe,31.4,17.7,6.3,13.4,1.7,4.9,3.4,4.3,0.7,3.1,3.8,5.0,2.9,0.6,2.5
Eric Gordon,31.2,18.0,6.0,14.1,3.2,8.8,2.8,3.5,0.4,2.1,2.5,2.2,1.9,0.4,1.7
Eric Moreland,12.0,2.1,1.0,1.8,0.0,0.0,0.2,0.4,1.2,2.9,4.1,1.2,0.6,0.8,1.7
Erik McCree,1.9,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0
Ersan Ilyasova,25.1,10.9,4.0,8.9,1.3,3.7,1.5,2.0,1.7,4.2,5.9,1.3,1.0,0.4,2.3
Evan Fournier,32.2,17.8,6.5,14.1,2.2,5.9,2.6,3.0,0.4,2.8,3.2,2.9,1.7,0.3,2.4
Evan Turner,25.7,8.2,3.3,7.3,0.5,1.7,1.2,1.4,0.4,2.7,3.1,2.2,1.3,0.4,2.1
Frank Kaminsky,23.2,11.1,3.9,9.1,1.3,3.5,2.0,2.5,0.6,3.1,3.6,1.6,0.8,0.2,1.2
Frank Mason,18.9,7.9,2.8,7.3,0.6,1.7,1.8,2.2,0.6,1.9,2.5,2.8,1.3,0.2,1.4
Frank Ntilikina,21.9,5.9,2.3,6.4,0.6,2.0,0.6,0.9,0.5,1.8,2.3,3.2,1.7,0.2,2.3
Fred VanVleet,20.0,8.6,3.1,7.2,1.4,3.4,1.1,1.3,0.3,2.1,2.4,3.2,1.0,0.3,1.7
Furkan Korkmaz,5.7,1.6,0.6,2.0,0.4,1.2,0.1,0.3,0.1,0.6,0.8,0.3,0.1,0.1,0.9
Garrett Temple,24.8,8.4,3.1,7.3,1.4,3.5,0.9,1.2,0.3,2.0,2.3,1.9,1.2,0.4,2.1
Gary Harris,34.4,17.5,6.6,13.6,2.3,5.9,2.0,2.4,0.6,2.1,2.6,2.9,1.8,0.2,1.8
Gary Payton II,9.6,3.0,1.3,3.2,0.3,1.1,0.1,0.4,0.6,1.3,1.9,0.9,0.3,0.1,1.3
George Hill,27.0,10.0,3.5,7.7,1.3,3.1,1.6,2.1,0.6,2.1,2.7,2.8,1.3,0.4,1.9
Georges Niang,3.5,1.0,0.4,1.2,0.0,0.4,0.1,0.2,0.3,0.7,1.0,0.3,0.3,0.0,0.1
Georgios Papagiannis,7.2,2.1,1.1,2.5,0.0,0.0,0.0,0.0,0.8,1.4,2.2,0.5,0.5,0.4,0.7
Gerald Green,22.7,12.1,4.1,10.1,2.7,7.3,1.2,1.5,0.4,2.9,3.2,0.6,0.8,0.4,2.1
Gian Clavell,9.1,2.9,0.9,2.6,0.9,2.1,0.3,0.3,0.1,0.9,1.0,0.4,0.3,0.0,1.1
Giannis Antetokounmpo,36.7,26.9,9.9,18.7,0.6,1.9,6.5,8.5,2.1,8.0,10.0,4.8,3.0,1.4,3.1
Glenn Robinson III,14.7,4.1,1.6,3.7,0.6,1.5,0.4,0.5,0.5,1.1,1.6,0.7,0.2,0.0,0.6
Goran Dragic,31.7,17.3,6.5,14.3,1.5,4.0,2.9,3.6,0.7,3.4,4.1,4.8,2.2,0.2,2.4
Gordon Hayward,5.3,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
